-1.835882,-4.140476
4.408465,7.353365
8.023748,-3.719304
1.354368,1.219894
4.863413,3.256623
-0.985471,2.764162
-1.615796,0.837904
-9.913642,9.579265
-2.822706,-0.196358
2.590936,-5.290059
-5.183392,-5.980916
-9.069034,-3.316807
-1.258079,0.718086
-3.435621,11.858032
-4.050930,-6.317727
4.791724,1.815576
8.409039,-2.701414
-4.917970,7.482945
-3.740286,-4.495634
4.532426,4.757859
0.544376,-2.525837
-3.225585,-1.688909
-9.054988,-6.750762
-11.929671,-4.492345
1.225142,-9.133977
-2.599854,-2.738948
-5.789056,-0.775891
-4.428777,-1.041289
-4.485491,-0.113127
-1.040365,-3.177255
