1.492631,0.050954,-1.643745,0.531242,0.229364,-0.206246,-1.724338,-1.487081,1.912106,0.813400,-0.012270,-1.605014,-1.148989,-0.264698,-0.034364,1.301145,-0.614710,-0.115036,0.300169,-1.373674,-2.079030,-1.956048,-0.597584,-0.095844,1.524689,-0.147764,-0.693338,0.251808,0.704391,-0.074594
-0.109203,-0.749506,0.225966,-0.752513,-0.205065,0.142536,0.963399,-0.199994,1.723660,-0.948923,0.610016,-0.409588,1.555034,0.066868,0.315250,2.857106,-1.131548,-0.081475,-0.315504,0.510112,-2.185719,-2.432330,-0.367276,0.680259,0.776621,-0.924330,1.059785,-0.863342,1.198402,-0.191512
-0.615545,-1.399135,0.202002,0.439062,-1.443644,0.341662,-1.017623,1.524308,0.054232,-0.764367,-0.668151,-0.251836,0.683224,-0.148529,1.515252,1.238163,0.297961,0.633679,1.664586,1.076369,0.881778,0.217277,1.334024,-0.727504,-0.480180,-0.205093,-0.475198,-1.594611,1.660635,0.391168
0.004178,-0.155650,0.644150,-1.550007,-0.402539,1.013559,0.316188,-0.522437,-1.441059,1.271508,-0.572415,0.691015,0.883822,0.793461,-0.154262,0.450824,-1.093074,-0.302937,-0.671599,0.191433,-0.950957,0.010453,0.860410,0.661949,1.487115,0.344991,-0.231726,0.397537,0.958287,1.076793
-0.295367,-0.785185,-0.644601,1.744568,1.470204,-0.997056,-1.600843,0.095752,1.842906,-2.048006,-0.027442,0.926000,1.440062,0.175301,-0.825037,0.030789,-1.631448,-0.281897,0.349563,-0.205176,0.358877,-1.902615,0.310072,-0.544144,0.279951,0.179655,-0.596959,0.417476,0.931288,0.093642
-1.104023,0.901338,-0.927491,1.027374,-0.940011,0.535252,-0.321193,-0.716286,-0.109706,-0.695123,1.142100,0.471940,0.618877,-0.705955,-1.111092,1.979542,-0.415287,1.097777,-1.566690,-0.495306,-0.057725,0.296385,1.472783,-0.568390,-1.024659,1.425165,0.734371,-0.776206,1.007259,0.076535
-0.634945,-0.582873,0.736399,-1.547659,-0.265110,-0.298745,1.667409,0.167590,-0.854046,-1.504207,2.231345,1.240241,0.733841,0.817526,1.042853,-0.665807,0.839030,1.185676,-0.522851,1.107328,1.525122,-1.498232,0.640225,0.030036,-0.267122,-0.537915,0.016640,-0.184604,-0.134529,0.306020
-0.287954,-0.089515,0.274093,0.096877,-1.269490,0.809023,0.165314,1.524931,-1.108154,0.412965,-0.190079,0.129376,0.529446,-0.560606,-0.032642,0.761196,-0.829373,-0.286979,0.024040,-1.552433,0.178499,-0.033964,1.005198,2.410982,1.144569,-0.676741,-0.193301,0.101595,2.167949,-0.009723
1.249859,1.117296,-0.501015,-1.073998,-0.346324,-1.752183,-2.355442,0.183200,1.316151,0.473000,-1.635698,-0.252408,0.166648,0.886848,-1.937015,-0.096397,0.258195,0.184901,0.667352,-0.476651,1.647327,-0.210063,0.907001,-2.311736,-0.021511,0.004482,-0.060617,1.021840,0.045367,-0.027158
0.543206,0.374570,-0.399639,1.473675,1.370007,-0.447778,1.747717,0.012538,1.100502,0.648961,0.670287,0.376560,-0.320703,-1.479837,1.149727,-0.430867,-0.342898,-0.278540,-1.402035,0.020290,0.389483,0.339796,0.172003,0.276860,0.649407,0.613364,-0.483470,-1.950938,-0.405707,-0.270149
