5.007151,-2.873460
-4.558892,-8.461329
1.807649,-1.045283
-1.819243,1.734948
-5.059823,-0.963809
1.773549,-2.694894
-4.711809,-0.108804
0.778454,0.205952
-9.964434,7.809251
3.597979,-3.219592
-2.381794,-0.419847
4.622664,9.984209
0.042007,-10.005709
8.252465,1.534465
2.244374,-1.684996
-2.081247,7.239081
2.055809,-3.315971
3.002299,-0.340370
-6.150846,4.111477
1.133972,4.835920
-6.360185,-4.835703
2.255279,-0.269168
2.937140,0.939965
-10.341663,-3.300066
-1.406139,-3.142215
-2.910219,-3.314610
-0.992086,5.614713
3.380957,0.879862
-2.804856,5.808762
4.475276,-3.202956
