3.188341,-4.101550,0.353010,7.259308,2.779517,-5.719001,3.509078,0.538855,-6.715948,-1.124432
0.161739,-2.551642,4.508736,0.658927,-6.515686,-3.773859,-5.101405,-0.962729,3.065908,-8.122194
2.094854,1.183268,0.185421,-4.036224,-1.952646,0.333965,9.081880,-9.005841,-7.951236,3.008883
2.736007,6.553812,-1.874655,-9.008923,-1.486071,1.366130,-2.368052,5.343899,-2.220490,2.874390
2.465745,-2.908839,-0.775783,-7.750832,-2.008142,0.228390,0.811215,0.579229,1.045534,2.339792
-5.456589,-4.056153,-1.047018,6.332114,3.671444,5.638478,2.616017,0.830541,0.070406,2.402668
1.565094,-4.489106,-11.269082,-3.688997,2.405100,3.273170,-0.557249,-7.784760,-10.625250,-2.785646
3.984985,1.753046,0.609824,8.984712,-2.716380,0.831027,-2.360549,-1.022122,-8.727788,2.869670
-3.340953,-4.962023,-2.225152,2.116917,1.961622,-3.964648,-3.419955,2.938053,1.730099,-5.828009
-9.018060,1.577609,-1.687291,0.787181,-9.271131,-4.297652,3.827985,-4.819591,-3.816576,13.969110
1.243194,3.563253,-2.196590,12.523461,-1.925346,-0.505706,2.209168,0.935205,1.508548,-1.379944
-4.947557,-5.349747,-7.628059,-7.395791,4.641152,-0.379816,6.504636,-4.441174,1.842928,-3.760371
-4.478204,3.686846,1.407541,2.214893,-2.591297,-8.629429,-0.405594,1.223467,-3.272453,-4.814100
-3.394994,-0.673699,-7.117156,12.702495,-6.162742,2.114147,-1.486443,0.370599,-4.268614,1.031040
-4.082320,-1.444836,6.108758,3.086143,-1.530339,-4.419936,3.344514,5.966535,0.006931,-6.270457
3.625784,0.046253,2.220861,-0.302224,-2.992123,4.345265,-4.983323,4.351629,-2.395156,0.677532
0.648332,1.660478,-2.584556,-4.508426,-4.749235,4.799524,-3.460691,-8.500465,-2.026090,-7.177378
2.709050,2.086834,-3.334650,2.163342,6.458684,3.047094,-4.055845,-9.683406,0.710202,-0.567809
-1.131002,4.198702,7.643319,4.949867,-3.598908,4.051596,4.434339,2.481774,3.127951,0.287426
-2.507885,5.738082,2.691090,-5.500953,-6.122211,1.074834,2.325004,6.796164,0.927164,4.268343
-0.129227,7.249555,1.581038,1.651527,0.922423,-6.662328,5.063363,-6.420363,-5.979915,12.160821
12.528480,2.603526,-0.795208,3.225364,2.599073,2.024774,2.197839,-7.609737,-0.043165,4.585893
-4.513611,12.470573,-1.878858,-3.513173,0.708630,-7.694140,-3.197037,8.049894,-1.751369,-0.794917
2.477386,-2.724896,-0.445799,-9.089013,9.147432,-0.043349,5.185000,6.089765,-1.170006,-5.779251
-8.835800,0.998634,-1.650643,1.578065,-8.420735,-5.310462,3.655596,0.190668,7.111206,1.325460
-4.912631,-0.673394,-1.346351,1.859619,5.240910,-0.574613,-8.574644,-0.844310,-6.775090,4.842894
9.970202,4.616029,-2.884178,-0.815671,-11.484362,5.932388,5.001826,-1.904973,-2.955711,-4.232129
-3.502395,8.443792,4.564374,1.160817,0.834016,0.903864,-0.809767,-4.889504,0.368920,-2.908270
0.273867,0.960816,2.768023,-5.946796,7.274159,-8.641495,0.217495,4.002158,4.757499,-8.035801
1.870570,1.981579,0.862764,-3.045813,0.623105,-2.031453,-1.086301,-0.386599,6.328665,-3.590087
