-1.033793,1.822724
-1.436346,0.514059
-1.169291,1.048817
-0.712684,1.589539
-1.177144,1.560345
-0.948437,1.317662
-1.423486,1.189713
-1.478751,0.527085
-0.819903,0.654646
-1.271950,0.915137
-1.048898,1.340955
-2.378882,1.030835
-2.052928,1.406784
-1.976348,1.570967
-0.353194,1.429250
-1.896493,1.338878
-0.975251,0.816716
-0.773634,1.076993
-1.954519,1.308606
-1.016343,1.477073
-1.619038,1.209957
-0.665920,0.783481
-1.195281,1.178798
-0.698930,1.679143
-1.243282,1.142092
-1.495182,-0.133173
-1.412086,1.514651
-1.120431,1.536626
-1.620347,0.738836
-1.500075,0.833860
