66.801903,-66.902597,-121.742833,35.142961,-104.103367,-174.124734,60.147709,-102.416812,-103.868522,-3.236912
-37.094676,-82.493608,-34.958241,-80.053899,-29.932841,147.907786,-127.413671,108.834069,13.128060,-65.459797
-129.786044,-36.370884,-118.682803,-195.399075,77.362252,-155.204897,-7.749634,6.038420,50.154622,12.693336
-7.248113,-31.673938,61.357790,290.215996,-194.122221,311.604712,85.636403,70.963646,102.199103,64.454270
10.740881,-149.427450,108.103600,200.754125,-82.878311,-86.377002,43.049267,214.203350,31.878768,-179.541832
86.543148,9.896832,44.229973,-71.044694,-12.163035,-96.587772,-1.811213,53.421168,201.285112,23.583091
-26.561336,5.701149,40.202558,-34.235453,-20.588746,68.409325,-111.030622,71.355799,-4.930768,57.105287
-68.009187,48.284907,106.108763,230.601345,72.116492,-70.948246,191.165157,-1.287455,-60.502824,111.297979
-31.445513,-2.433930,36.764838,30.781809,89.964055,-49.325283,138.776219,-25.102892,116.770577,-40.280257
-116.004381,74.915151,-120.503599,-64.678017,303.964241,-46.502500,113.361582,50.549231,94.003268,141.102611
-30.343835,197.939154,-1.544674,-112.748454,-51.807597,134.356522,-70.820157,-85.077626,-138.655386,-31.419733
13.538024,44.815065,-96.253801,58.886755,20.687848,-155.513976,103.578280,-88.174083,-59.541434,80.145385
93.329018,-16.379570,27.907829,0.789027,279.154409,-61.700458,-84.143980,84.717927,-72.173717,89.059201
-229.484375,-38.713832,-66.005614,64.179759,-97.329844,16.088185,-35.117723,120.562180,-10.236542,10.987018
49.668520,13.540073,228.656005,-1.054527,55.844410,-59.400373,20.826662,16.017456,40.784768,-7.544348
57.927273,-146.772193,162.173746,-169.287893,-99.424142,-47.461805,59.628538,52.825541,159.681423,132.262248
96.461571,23.818970,-11.696528,-79.907156,89.232351,45.846831,205.949335,19.376032,-135.934477,-65.763183
-172.343989,-84.520524,-78.528988,99.637667,118.375327,-22.705974,-167.210861,12.152299,15.578377,-141.479108
2.418597,59.662085,-0.414648,18.752529,174.454095,-36.426574,63.003965,173.236774,6.308123,-99.711032
53.538131,-58.443513,74.480452,-117.581559,-36.158040,102.001014,125.487732,-7.943225,91.811874,-104.339184
-12.198702,-15.836237,-175.010480,46.416430,76.570780,103.834701,72.461143,166.417779,10.580416,50.030081
45.491187,-16.475804,-73.778645,2.734021,18.024096,2.731156,126.186445,-156.560167,158.675904,50.662442
28.728265,-31.226138,-18.595873,128.480868,-165.672647,76.813946,-12.214312,14.984452,101.312178,-267.234071
-5.451005,-8.675028,-6.184419,-21.156470,-104.303042,9.387508,-133.175000,-18.424733,-113.898877,-136.544144
33.780187,143.924781,3.278131,-161.648697,147.000124,57.743347,-118.746780,57.408417,-107.509040,10.299442
181.816070,120.298698,-79.670958,-127.035791,139.657455,10.720330,55.727253,-41.902883,-116.277820,-202.494837
-17.655858,-29.905618,122.960216,-25.290666,-3.346811,-8.998058,84.740214,116.971589,21.762251,-19.534810
148.318437,50.182154,163.785557,-3.370529,-79.179837,-69.175181,29.425265,-24.432531,6.785765,-46.615916
27.506707,-135.657851,10.407429,-72.020217,-180.329959,-6.299002,-226.762718,13.479971,75.464242,-28.761296
12.083429,74.318238,22.096989,-90.549921,33.826051,22.390649,-37.342797,-33.107272,28.340872,128.362474
