1.935169,-0.927403,1.250485,-3.345921,-1.084590,-0.420522,-0.290334,-0.168355,0.612991,2.813138,2.660400,1.407308,-3.016377,1.732641,6.309079,0.342670,-0.402766,-0.968091,1.085982,2.960147,-5.103396,-1.752865,-3.873002,-1.241182,0.194612,-2.152486,0.950174,-3.320310,-1.856755,-0.791124
0.285511,-0.035631,1.386960,-0.212970,-0.382910,0.577034,0.500705,0.682085,-2.161159,-0.018840,3.848513,-0.534286,-1.919554,-1.280062,-0.529657,0.482995,-0.099948,0.643851,-0.080383,-0.209563,2.235222,-0.199874,-2.915467,-0.245171,0.412758,1.082390,1.152001,2.240819,-1.237166,-4.016927
-4.402264,-1.468378,0.990099,-1.316852,3.368543,1.073011,-2.654739,0.693573,-0.017301,-0.426534,2.585697,2.712133,0.277567,-1.591866,-1.094520,1.317028,0.790215,3.358363,-0.571099,2.246858,-2.702159,1.042151,0.366483,-1.517182,-4.063202,1.188275,-0.538139,0.955679,1.479027,3.415134
0.779796,3.707508,-2.123550,-2.178045,1.011331,0.300895,-0.910427,-0.440069,0.105881,-2.722594,3.047626,1.244025,1.870890,1.807371,1.438387,1.502817,-0.333109,3.921549,2.010207,-3.659564,-1.499093,-0.137211,-1.716249,-1.314978,0.981614,0.981364,-0.681447,2.063916,-3.621276,0.081147
0.863424,0.691627,3.685428,4.994313,0.192706,-1.477804,0.777564,-1.649200,-1.979118,1.247110,-1.472218,2.803041,0.272277,-0.526211,-2.856559,3.756005,-2.571530,-2.420366,2.752961,1.941211,3.025151,0.414538,-0.912649,0.353637,-2.811543,0.128090,2.036017,-2.044752,0.801758,-3.163970
-0.673155,0.620120,0.005223,0.442606,0.590403,0.290945,-2.746255,1.003237,-3.319600,0.218274,1.273191,3.765818,0.235678,0.473865,2.201762,-0.813664,2.214859,3.198990,-0.707634,-1.834235,1.718284,-0.620998,-1.621919,0.330308,1.323526,5.296017,-2.801813,-0.935475,0.724069,-1.087374
-1.473443,-1.824365,2.629329,1.706876,0.145934,-5.066343,0.957334,-1.113536,0.530675,-0.322563,-0.082113,0.928731,0.548272,1.896717,-2.100190,-1.281856,-0.344574,1.408418,0.760382,-0.209360,-0.507391,-2.274268,0.840049,-1.588503,1.084682,-2.273131,3.295028,-2.133199,1.526470,3.456521
-0.955600,-3.402276,-0.815555,-1.641600,1.636849,-2.041611,0.690898,-0.241624,-0.165864,0.577431,-2.075877,2.078212,-0.979467,0.158442,-0.827869,-2.101737,-2.281237,-3.063096,2.117872,2.787805,2.075770,0.174990,-1.163069,-1.829712,-0.155658,-0.248870,2.735005,0.295178,0.781974,0.560432
2.785342,0.993025,-0.065359,1.479053,-4.237810,-1.970050,-0.297971,-0.779624,-2.546074,-1.039105,-0.821001,-3.606319,0.074085,2.315127,-2.276132,1.517545,-2.125881,4.481503,-1.130655,0.211040,-0.203029,-1.812418,1.093935,0.561458,4.849207,3.274646,-0.585141,3.797811,2.405979,-0.490974
-6.037901,-0.473751,1.156004,1.838761,2.125743,0.790447,-0.790016,-5.607701,1.243535,1.355145,-3.222087,-0.553469,-0.384123,0.155164,-0.542813,-0.175489,-0.541321,-0.663370,1.298148,1.555303,-0.703593,3.939502,-2.068437,-1.602746,-1.239473,-0.725244,-1.349502,-0.474824,0.926228,-6.345246
-2.740197,0.651447,-0.953963,1.608942,0.326030,2.982260,-0.160354,0.589927,-0.452316,-1.456021,-2.011265,-0.373501,4.171518,-1.459742,-1.664842,1.820550,1.697873,1.039179,-0.926343,-1.433326,-2.649320,3.821608,2.616315,1.200248,-0.255851,-1.864201,1.908087,2.226791,-3.434905,-3.759287
-0.751087,6.836811,2.240123,-0.336779,0.660779,-0.638823,0.664161,3.073726,-1.690738,1.752080,-0.308425,0.483957,-1.743622,2.353272,1.628483,-0.828694,-0.973501,2.571847,-4.686111,-0.987661,-0.687698,-1.519498,-3.602422,-3.543685,-0.992523,0.938478,2.078621,0.823217,2.243118,-1.243688
