-185.990605,16.181370
-49.034259,154.251418
-100.015925,138.712350
62.835968,-15.545418
71.972694,239.376484
-143.501277,64.494193
-85.690532,41.524963
-116.252763,-35.873164
-22.645796,92.513659
20.110776,-13.781367
-108.812865,26.243537
-167.797840,16.924504
-78.805063,9.081238
64.061771,253.153420
-132.020398,-46.264273
113.252737,3.036200
-14.631228,137.023718
-76.895168,-30.795721
-91.766061,-102.702364
190.115341,-163.131590
-45.368248,-129.079461
83.627253,-11.550734
110.900385,-66.520880
73.907251,163.271570
-18.571386,56.684197
-5.510888,-71.421468
42.652294,-81.594984
-111.898817,51.016789
127.226521,-60.091518
-123.187072,92.161918
